$Info: Start...
Info: get 10000 brown.words
Info: annotate pos_tag (10000 tokens)
Info: convert to pyrata format 
Info: control pyrata cpu time and memory usage
Info: end.
         5803160 function calls (5744724 primitive calls) in 11.093 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 downloader.py:8(<module>)
     2082    0.001    0.000    0.001    0.000 regexp.py:118(_check_regexp)
    55/53    0.001    0.000    0.001    0.000 _regex_core.py:3797(_compile)
      741    0.001    0.000    0.001    0.000 facts.py:65(_as_pair)
     1055    0.001    0.000    0.001    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.001    0.001 cistem.py:10(<module>)
        1    0.000    0.000    0.001    0.001 ddm.py:1(<module>)
        1    0.000    0.000    0.001    0.001 facts.py:114(<listcomp>)
      122    0.000    0.000    0.001    0.000 _regex_core.py:1167(parse_escape)
        1    0.000    0.000    0.001    0.001 template.py:11(<module>)
        1    0.000    0.000    0.001    0.001 pycode.py:1(<module>)
    61/48    0.000    0.000    0.001    0.000 _regex_core.py:2845(_compile)
        1    0.000    0.000    0.001    0.001 cistem.py:14(Cistem)
      165    0.001    0.000    0.001    0.000 enum.py:468(<lambda>)
        1    0.000    0.000    0.001    0.001 modules.py:1(<module>)
    47/44    0.000    0.000    0.001    0.000 lexicon.py:210(augParseCategory)
        1    0.000    0.000    0.001    0.001 combinator.py:7(<module>)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _asarray.py:1(<module>)
        3    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
        2    0.000    0.000    0.001    0.001 functions.py:1(<module>)
       26    0.000    0.000    0.001    0.000 core.py:6747(__init__)
      901    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.001    0.001 result.py:1(<module>)
     1000    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:143(__init__)
     1005    0.001    0.000    0.001    0.000 inspect.py:2809(<genexpr>)
     2391    0.001    0.000    0.001    0.000 {built-in method from_bytes}
     3144    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
        2    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 permutation.py:1(<module>)
    33/21    0.000    0.000    0.001    0.000 _regex_core.py:3386(pack_characters)
       26    0.000    0.000    0.001    0.000 core.py:6752(getdoc)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        1    0.000    0.000    0.001    0.001 combsimp.py:1(<module>)
        1    0.000    0.000    0.001    0.001 add.py:1(<module>)
        1    0.000    0.000    0.001    0.001 single.py:5(<module>)
        1    0.000    0.000    0.001    0.001 sslproto.py:1(<module>)
       13    0.000    0.000    0.001    0.000 symbol.py:555(symbols)
       95    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:104(_path_isdir)
      6/2    0.000    0.000    0.001    0.001 _regex_core.py:2061(pack_characters)
      698    0.001    0.000    0.001    0.000 functools.py:64(wraps)
       18    0.000    0.000    0.001    0.000 logic.py:370(_eval_propagate_not)
      892    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:939(__init__)
      6/2    0.000    0.000    0.001    0.001 _regex_core.py:2062(<listcomp>)
       14    0.000    0.000    0.001    0.000 hashlib.py:123(__get_openssl_constructor)
        1    0.000    0.000    0.001    0.001 version.py:93(StrictVersion)
        1    0.000    0.000    0.001    0.001 secrets.py:1(<module>)
        1    0.000    0.000    0.001    0.001 regexp.py:19(ChunkString)
        1    0.000    0.000    0.001    0.001 _add_newdocs_scalars.py:1(<module>)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
        8    0.000    0.000    0.001    0.000 textwrap.py:381(fill)
      5/4    0.000    0.000    0.001    0.000 _regex_core.py:2943(pack_characters)
        1    0.000    0.000    0.001    0.001 argparse.py:4(<module>)
        1    0.000    0.000    0.001    0.001 pickle.py:197(<listcomp>)
        8    0.000    0.000    0.001    0.000 hashlib.py:79(__get_builtin_constructor)
        1    0.000    0.000    0.001    0.001 dispatcher.py:1(<module>)
      907    0.001    0.000    0.001    0.000 utils.py:53(<genexpr>)
        1    0.000    0.000    0.001    0.001 arrayprint.py:1(<module>)
        1    0.000    0.000    0.001    0.001 punkt.py:389(PunktToken)
        3    0.000    0.000    0.001    0.000 _regex_core.py:300(_compile_firstset)
        1    0.000    0.000    0.001    0.001 ctx_fp.py:18(__init__)
        1    0.000    0.000    0.001    0.001 mace.py:9(<module>)
        1    0.000    0.000    0.001    0.001 histograms.py:1(<module>)
        1    0.000    0.000    0.001    0.001 operations.py:1(<module>)
        1    0.000    0.000    0.001    0.001 backend.py:1(<module>)
    61/48    0.000    0.000    0.001    0.000 _regex_core.py:2816(optimise)
        1    0.000    0.000    0.001    0.001 compiled_pattern.py:88(normalize_chunk_operator)
        1    0.000    0.000    0.001    0.001 case.py:1(<module>)
        1    0.000    0.000    0.001    0.001 piecewise.py:1(<module>)
        1    0.000    0.000    0.001    0.001 tagged.py:10(<module>)
     1965    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.001    0.001 polyerrors.py:1(<module>)
       52    0.000    0.000    0.001    0.000 core.py:889(__init__)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
        1    0.000    0.000    0.001    0.001 binrel.py:1(<module>)
       61    0.000    0.000    0.001    0.000 _regex_core.py:476(apply_quantifier)
        8    0.000    0.000    0.001    0.000 textwrap.py:356(fill)
        1    0.000    0.000    0.001    0.001 latex.py:1(<module>)
        1    0.000    0.000    0.001    0.001 gtk.py:1(<module>)
        2    0.000    0.000    0.001    0.000 util.py:509(transitive_closure)
        1    0.000    0.000    0.001    0.001 hadamard.py:1(<module>)
        1    0.000    0.000    0.001    0.001 python.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _methods.py:1(<module>)
        8    0.000    0.000    0.001    0.000 textwrap.py:342(wrap)
        1    0.000    0.000    0.001    0.001 wordnet.py:18(<module>)
        1    0.000    0.000    0.001    0.001 errors.py:5(<module>)
        1    0.000    0.000    0.001    0.001 libmpc.py:1(<module>)
        1    0.000    0.000    0.001    0.001 yacc.py:62(<module>)
      969    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:725(find_spec)
        1    0.000    0.000    0.001    0.001 toolbox.py:10(<module>)
      155    0.000    0.000    0.001    0.000 iterables.py:736(sift)
        1    0.000    0.000    0.001    0.001 ask.py:21(AssumptionKeys)
        1    0.000    0.000    0.001    0.001 iterables.py:1(<module>)
       21    0.000    0.000    0.001    0.000 enum.py:124(__prepare__)
       51    0.000    0.000    0.001    0.000 singleton.py:110(__getattr__)
     1586    0.001    0.000    0.001    0.000 {method 'isupper' of 'str' objects}
        2    0.000    0.000    0.001    0.000 importtools.py:31(import_module)
        1    0.000    0.000    0.001    0.001 propbank.py:8(<module>)
        1    0.000    0.000    0.001    0.001 densebasic.py:1(<module>)
        1    0.000    0.000    0.001    0.001 facts.py:213(rules_2prereq)
        3    0.000    0.000    0.001    0.000 lex.py:569(get_all)
        1    0.000    0.000    0.001    0.001 chart.py:12(<module>)
        1    0.000    0.000    0.001    0.001 expr_with_limits.py:1(<module>)
        1    0.000    0.000    0.001    0.001 api.py:198(<listcomp>)
        3    0.000    0.000    0.001    0.000 yacc.py:1980(read_table)
      624    0.001    0.000    0.001    0.000 _inspect.py:13(ismethod)
        1    0.000    0.000    0.001    0.001 matadd.py:1(<module>)
       24    0.000    0.000    0.001    0.000 _add_newdocs_scalars.py:52(add_newdoc_for_scalar_type)
        2    0.000    0.000    0.001    0.000 grammar.py:488(_calculate_indexes)
        1    0.000    0.000    0.001    0.001 sysconfig.py:418(_init_posix)
        1    0.001    0.001    0.001    0.001 _base.py:60(_Waiter)
      192    0.001    0.000    0.001    0.000 sre_compile.py:492(_get_charset_prefix)
        1    0.000    0.000    0.001    0.001 realfield.py:1(<module>)
       53    0.000    0.000    0.001    0.000 decorators.py:65(deco)
        1    0.000    0.000    0.001    0.001 facts.py:1(<module>)
      754    0.001    0.000    0.001    0.000 grammar.py:143(__hash__)
        3    0.000    0.000    0.001    0.000 lex.py:662(get_rules)
        3    0.000    0.000    0.001    0.000 _regex_core.py:310(_check_firstset)
        1    0.000    0.000    0.001    0.001 earleychart.py:13(<module>)
        3    0.000    0.000    0.001    0.000 decorators.py:141(sympify_method_args)
      268    0.000    0.000    0.001    0.000 libmpf.py:322(<genexpr>)
        3    0.000    0.000    0.001    0.000 yacc.py:325(parse)
        7    0.000    0.000    0.001    0.000 typing.py:677(__getitem__)
        6    0.000    0.000    0.001    0.000 textwrap.py:414(dedent)
        1    0.000    0.000    0.001    0.001 switchboard.py:7(<module>)
        1    0.000    0.000    0.001    0.001 nfa.py:29(<module>)
        3    0.000    0.000    0.001    0.000 yacc.py:1003(parseopt_notrack)
       15    0.000    0.000    0.001    0.000 codecs.py:967(getdecoder)
       53    0.000    0.000    0.001    0.000 decorators.py:71(__sympifyit)
      638    0.001    0.000    0.001    0.000 sre_compile.py:595(isstring)
        4    0.000    0.000    0.001    0.000 internals.py:384(_add_epytext_field)
       30    0.000    0.000    0.001    0.000 getlimits.py:41(<lambda>)
        1    0.000    0.000    0.001    0.001 zipfile.py:1(<module>)
       16    0.000    0.000    0.001    0.000 {built-in method _codecs.lookup}
        3    0.000    0.000    0.001    0.000 facts.py:289(split_alpha_beta)
        1    0.000    0.000    0.001    0.001 opcode.py:2(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:5(HTTPStatus)
        4    0.000    0.000    0.001    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 association.py:8(<module>)
        1    0.000    0.000    0.001    0.001 array_comprehension.py:1(<module>)
      280    0.000    0.000    0.001    0.000 function_base.py:443(_needs_add_docstring)
        1    0.000    0.000    0.001    0.001 containers.py:1(<module>)
        6    0.000    0.000    0.001    0.000 printer.py:389(decorator)
        5    0.000    0.000    0.001    0.000 data.py:203(normalize_resource_name)
        1    0.000    0.000    0.001    0.001 punkt.py:182(PunktLanguageVars)
        6    0.000    0.000    0.001    0.000 printer.py:354(__init__)
       48    0.000    0.000    0.001    0.000 decorator.py:225(memoize_property)
       37    0.000    0.000    0.001    0.000 compatibility.py:476(_nodes)
        2    0.000    0.000    0.001    0.000 traverse.py:1(<module>)
      379    0.000    0.000    0.001    0.000 socket.py:91(<lambda>)
        1    0.001    0.001    0.001    0.001 entities.py:1(<module>)
        1    0.000    0.000    0.001    0.001 zeta.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:70(search_function)
        1    0.000    0.000    0.001    0.001 str.py:1(<module>)
      378    0.000    0.000    0.001    0.000 socket.py:86(<lambda>)
        1    0.000    0.000    0.001    0.001 featurechart.py:10(<module>)
      433    0.000    0.000    0.001    0.000 typing.py:646(_is_dunder)
       50    0.000    0.000    0.001    0.000 _internal.py:780(_ufunc_doc_signature_formatter)
        1    0.000    0.000    0.001    0.001 base_futures.py:1(<module>)
        1    0.000    0.000    0.001    0.001 agreement.py:9(<module>)
        1    0.000    0.000    0.001    0.001 treebank.py:258(<listcomp>)
      377    0.000    0.000    0.001    0.000 socket.py:81(<lambda>)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
       55    0.000    0.000    0.001    0.000 enum.py:491(_get_mixins_)
     2622    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.001    0.001 difflib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lin.py:8(<module>)
      136    0.001    0.000    0.001    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.001    0.001 residue_ntheory.py:1(<module>)
        8    0.000    0.000    0.001    0.000 _regex_core.py:2282(_reduce_to_set)
      319    0.001    0.000    0.001    0.000 sre_parse.py:921(fix_flags)
       40    0.000    0.000    0.001    0.000 _inspect.py:140(formatargspec)
        1    0.000    0.000    0.001    0.001 misc.py:1(<module>)
        1    0.000    0.000    0.001    0.001 maxent.py:9(<module>)
        1    0.000    0.000    0.001    0.001 error.py:1(<module>)
        2    0.000    0.000    0.001    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pythonfinitefield.py:1(<module>)
        1    0.000    0.000    0.001    0.001 exprtools.py:1(<module>)
        1    0.000    0.000    0.001    0.001 radsimp.py:1(<module>)
        1    0.000    0.000    0.001    0.001 quaternion.py:4(<module>)
        1    0.000    0.000    0.001    0.001 encoders.py:5(<module>)
        1    0.000    0.000    0.001    0.001 code.py:1(<module>)
        1    0.000    0.000    0.001    0.001 gammasimp.py:1(<module>)
      319    0.001    0.000    0.001    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.001    0.001 contains.py:1(<module>)
      328    0.001    0.000    0.001    0.000 {built-in method fromkeys}
       14    0.000    0.000    0.001    0.000 re.py:223(split)
      965    0.001    0.000    0.001    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.001    0.001 mod.py:1(<module>)
        1    0.000    0.000    0.001    0.001 runner.py:1(<module>)
      624    0.000    0.000    0.001    0.000 _inspect.py:26(isfunction)
      302    0.000    0.000    0.001    0.000 inspect.py:513(_is_wrapper)
      141    0.001    0.000    0.001    0.000 _regex_core.py:3576(__init__)
      364    0.001    0.000    0.001    0.000 enum.py:20(_is_dunder)
        3    0.000    0.000    0.001    0.000 inspect.py:958(getsourcelines)
        1    0.000    0.000    0.001    0.001 curve.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ufunclike.py:1(<module>)
        1    0.000    0.000    0.001    0.001 visualization.py:1(<module>)
      607    0.000    0.000    0.001    0.000 inspect.py:158(isfunction)
        2    0.000    0.000    0.001    0.000 _exceptions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.001    0.001 agreement.py:84(AnnotationTask)
        1    0.000    0.000    0.001    0.001 polynomialring.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 featstruct.py:2086(RangeFeature)
       86    0.000    0.000    0.001    0.000 _regex_core.py:359(make_character)
       76    0.001    0.000    0.001    0.000 util.py:50(__init__)
        1    0.000    0.000    0.001    0.001 galoistools.py:1(<module>)
        1    0.000    0.000    0.001    0.001 kronecker.py:1(<module>)
      110    0.001    0.000    0.001    0.000 sre_compile.py:432(_generate_overlap_table)
      579    0.001    0.000    0.001    0.000 sre_compile.py:65(_combine_flags)
      775    0.001    0.000    0.001    0.000 _regex_core.py:1819(__init__)
       18    0.001    0.000    0.001    0.000 {built-in method io.open}
      376    0.000    0.000    0.001    0.000 socket.py:76(<lambda>)
        1    0.000    0.000    0.001    0.001 meijerint.py:1(<module>)
       18    0.000    0.000    0.001    0.000 core.py:992(__init__)
        1    0.000    0.000    0.001    0.001 glob.py:1(<module>)
        1    0.000    0.000    0.001    0.001 kind.py:190(KindDispatcher)
        1    0.000    0.000    0.001    0.001 companion.py:1(<module>)
       14    0.000    0.000    0.001    0.000 symbol.py:261(__new__)
        1    0.000    0.000    0.001    0.001 ndim_array.py:1(<module>)
        1    0.000    0.000    0.001    0.001 switchboard.py:39(SwitchboardCorpusReader)
      500    0.000    0.000    0.001    0.000 api.py:214(encoding)
        6    0.000    0.000    0.001    0.000 basic.py:957(_subs)
       28    0.000    0.000    0.001    0.000 singleton.py:183(__call__)
      620    0.000    0.000    0.001    0.000 _inspect.py:41(iscode)
       11    0.000    0.000    0.001    0.000 decorators.py:12(deprecated)
       41    0.000    0.000    0.001    0.000 decorators.py:128(priority_decorator)
        1    0.000    0.000    0.001    0.001 scores.py:9(<module>)
        1    0.000    0.000    0.001    0.001 gaussiandomains.py:1(<module>)
       16    0.000    0.000    0.001    0.000 enum.py:852(__or__)
      304    0.000    0.000    0.001    0.000 enum.py:12(_is_descriptor)
        2    0.000    0.000    0.001    0.000 grammar.py:679(_calculate_grammar_forms)
        1    0.000    0.000    0.001    0.001 tree.py:13(<module>)
       37    0.000    0.000    0.001    0.000 decorators.py:232(make_wrapped)
        1    0.000    0.000    0.001    0.001 contextvars.py:1(<module>)
      562    0.000    0.000    0.001    0.000 sre_parse.py:168(__setitem__)
        3    0.000    0.000    0.001    0.000 inspect.py:772(findsource)
        1    0.000    0.000    0.001    0.001 conventions.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sysconfig.py:333(get_makefile_filename)
        1    0.000    0.000    0.001    0.001 stride_tricks.py:1(<module>)
        3    0.000    0.000    0.001    0.000 yacc.py:2954(get_all)
        1    0.000    0.000    0.001    0.001 systems.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sparse_ndim_array.py:1(<module>)
       10    0.000    0.000    0.001    0.000 typing.py:689(copy_with)
        1    0.000    0.000    0.001    0.001 lin.py:15(LinThesaurusCorpusReader)
        1    0.000    0.000    0.001    0.001 transpose.py:1(<module>)
    81/26    0.000    0.000    0.001    0.000 abc.py:100(__subclasscheck__)
        1    0.000    0.000    0.001    0.001 expr.py:18(Expr)
        1    0.000    0.000    0.001    0.001 order.py:1(<module>)
      130    0.000    0.000    0.001    0.000 _regex_core.py:3468(_flush_characters)
      208    0.000    0.000    0.001    0.000 ctx_mp_python.py:1012(_wrap_specfun)
        1    0.000    0.000    0.001    0.001 conditionset.py:1(<module>)
      219    0.000    0.000    0.001    0.000 function.py:141(<listcomp>)
        1    0.000    0.000    0.001    0.001 copy.py:1(<module>)
      155    0.000    0.000    0.001    0.000 decorator.py:176(public)
        1    0.000    0.000    0.000    0.000 trace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gale_church.py:11(<module>)
    81/26    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        8    0.000    0.000    0.000    0.000 textwrap.py:336(_split_chunks)
        1    0.000    0.000    0.000    0.000 integerring.py:1(<module>)
      364    0.000    0.000    0.000    0.000 enum.py:28(_is_sunder)
        1    0.000    0.000    0.000    0.000 numpy.py:1(<module>)
     10/6    0.000    0.000    0.000    0.000 typing.py:347(__getitem__)
        1    0.000    0.000    0.000    0.000 field.py:1(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 propbank.py:496(PropbankInflection)
        1    0.000    0.000    0.000    0.000 gmpyfinitefield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transitionparser.py:9(<module>)
        2    0.000    0.000    0.000    0.000 sysconfig.py:160(_extend_dict)
        2    0.000    0.000    0.000    0.000 facts.py:304(rules_beta)
        1    0.000    0.000    0.000    0.000 lex.py:34(<module>)
      219    0.000    0.000    0.000    0.000 compatibility.py:207(is_sequence)
        2    0.000    0.000    0.000    0.000 kind.py:288(_)
       22    0.000    0.000    0.000    0.000 abc.py:89(register)
      208    0.000    0.000    0.000    0.000 ctx_fp.py:51(_wrap_specfun)
        1    0.000    0.000    0.000    0.000 parameters.py:1(<module>)
     1158    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
     1328    0.000    0.000    0.000    0.000 inspect.py:2539(kind)
       34    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 doctest.py:1128(DocTestRunner)
        1    0.000    0.000    0.000    0.000 plane.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
       15    0.000    0.000    0.000    0.000 data.py:1400(_check_bom)
        1    0.000    0.000    0.000    0.000 funcmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tableau.py:9(<module>)
       55    0.000    0.000    0.000    0.000 enum.py:502(_find_data_type)
        1    0.000    0.000    0.000    0.000 conflict.py:1(<module>)
      310    0.000    0.000    0.000    0.000 pretty_symbology.py:10(U)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1500(_array_str_implementation)
        1    0.000    0.000    0.000    0.000 powerset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        1    0.000    0.000    0.000    0.000 interval_arithmetic.py:1(<module>)
     2401    0.000    0.000    0.000    0.000 {method 'isspace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 arrayop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adjoint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 framenet.py:10(<module>)
        1    0.000    0.000    0.000    0.000 pde.py:1(<module>)
       22    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        7    0.000    0.000    0.000    0.000 transforms.py:213(make_wrapper)
        7    0.000    0.000    0.000    0.000 typing.py:187(_subs_tvars)
      892    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      319    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 series_class.py:1(<module>)
        2    0.000    0.000    0.000    0.000 operations.py:587(register_handlerclass)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:353(_get_scalar_type_map)
        1    0.000    0.000    0.000    0.000 text.py:311(Text)
       62    0.000    0.000    0.000    0.000 lexicon.py:180(parsePrimitiveCategory)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:364(<dictcomp>)
        1    0.000    0.000    0.000    0.000 scikitlearn.py:6(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parabola.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:267(LooseVersion)
       85    0.000    0.000    0.000    0.000 utils.py:41(<dictcomp>)
        1    0.000    0.000    0.000    0.000 contextlib.py:72(inner)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        3    0.000    0.000    0.000    0.000 yacc.py:3129(get_pfunctions)
       30    0.000    0.000    0.000    0.000 getlimits.py:40(<lambda>)
       17    0.000    0.000    0.000    0.000 ctx_iv.py:407(_mpq)
       15    0.000    0.000    0.000    0.000 arrayprint.py:461(wrapper)
        8    0.000    0.000    0.000    0.000 textwrap.py:160(_split)
        1    0.000    0.000    0.000    0.000 logic.py:27(Tokens)
      151    0.000    0.000    0.000    0.000 libintmath.py:353(ifac)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
       21    0.000    0.000    0.000    0.000 enum.py:534(_find_new_)
        1    0.000    0.000    0.000    0.000 crf.py:9(<module>)
        1    0.000    0.000    0.000    0.000 logic.py:67(<listcomp>)
        1    0.000    0.000    0.000    0.000 wordnet.py:1090(WordNetCorpusReader)
        1    0.000    0.000    0.000    0.000 polyoptions.py:300(Wrt)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
        2    0.000    0.000    0.000    0.000 sysconfig.py:100(_safe_realpath)
       16    0.000    0.000    0.000    0.000 functools.py:183(total_ordering)
        1    0.000    0.000    0.000    0.000 bllip.py:9(<module>)
       26    0.000    0.000    0.000    0.000 util.py:215(close)
        2    0.000    0.000    0.000    0.000 posixpath.py:387(realpath)
        8    0.000    0.000    0.000    0.000 textwrap.py:233(_wrap_chunks)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:8(<module>)
        5    0.000    0.000    0.000    0.000 enum.py:815(_missing_)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        3    0.000    0.000    0.000    0.000 syntactic_step_parser.py:210(p_single_constraint)
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7f87501aa790}
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
      155    0.000    0.000    0.000    0.000 function.py:143(<listcomp>)
       31    0.000    0.000    0.000    0.000 grammar.py:1391(<listcomp>)
      208    0.000    0.000    0.000    0.000 ctx_iv.py:369(_wrap_specfun)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 panlex_swadesh.py:11(<module>)
        5    0.000    0.000    0.000    0.000 enum.py:822(_create_pseudo_member_)
        3    0.000    0.000    0.000    0.000 re.py:233(findall)
       85    0.000    0.000    0.000    0.000 utils.py:42(<setcomp>)
       12    0.000    0.000    0.000    0.000 contextlib.py:211(contextmanager)
      607    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        1    0.000    0.000    0.000    0.000 regexp.py:10(<module>)
       26    0.000    0.000    0.000    0.000 core.py:916(__init__)
        1    0.000    0.000    0.000    0.000 mpelements.py:1(<module>)
      3/2    0.000    0.000    0.000    0.000 _regex_core.py:2078(get_firstset)
   213/57    0.000    0.000    0.000    0.000 _regex_core.py:1875(__hash__)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        7    0.000    0.000    0.000    0.000 _regex_core.py:1609(lookup_property)
      446    0.000    0.000    0.000    0.000 facts.py:479(__init__)
        1    0.000    0.000    0.000    0.000 util.py:431(concat)
        1    0.000    0.000    0.000    0.000 pchart.py:9(<module>)
       71    0.000    0.000    0.000    0.000 basic.py:113(__new__)
     1018    0.000    0.000    0.000    0.000 inspect.py:2527(name)
        1    0.000    0.000    0.000    0.000 quoprimime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 libintmath.py:126(<listcomp>)
      822    0.000    0.000    0.000    0.000 conflict.py:67(<listcomp>)
      4/2    0.000    0.000    0.000    0.000 posixpath.py:396(_joinrealpath)
     1356    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:40(_relax_case)
       21    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 toolbox.py:9(<module>)
        1    0.000    0.000    0.000    0.000 ctx_mp.py:96(init_builtins)
       58    0.000    0.000    0.000    0.000 grammar.py:1463(standard_nonterm_parser)
        1    0.000    0.000    0.000    0.000 api.py:11(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mathematica.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mul.py:88(Mul)
        1    0.000    0.000    0.000    0.000 dotproduct.py:1(<module>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1493(_guarded_repr_or_str)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
      250    0.000    0.000    0.000    0.000 function.py:146(<lambda>)
        1    0.000    0.000    0.000    0.000 gruntz.py:1(<module>)
       27    0.000    0.000    0.000    0.000 singleton.py:104(register)
        1    0.000    0.000    0.000    0.000 add.py:72(Add)
        5    0.000    0.000    0.000    0.000 enum.py:894(_decompose)
        5    0.000    0.000    0.000    0.000 _regex_core.py:4284(_get_required_string)
        1    0.000    0.000    0.000    0.000 rootoftools.py:165(ComplexRootOf)
      954    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
        1    0.000    0.000    0.000    0.000 mathml.py:1(<module>)
    21/17    0.000    0.000    0.000    0.000 _regex_core.py:3437(get_firstset)
       34    0.000    0.000    0.000    0.000 libmpf.py:491(from_rational)
      892    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:964(get_filename)
        1    0.000    0.000    0.000    0.000 numbers.py:306(tribonacci)
      140    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 optimization.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(create_module)
        1    0.000    0.000    0.000    0.000 projectivedependencyparser.py:10(<module>)
